NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
"[0.4097123146057129, 0.21117344498634338, -0.4497436583042145]","[0.4243249297142029, 0.19739650189876556, -0.42186567187309265]","[0.43435126543045044, 0.19731640815734863, -0.4217936098575592]","[0.4419597089290619, 0.19744016230106354, -0.42178013920783997]","[0.3953292965888977, 0.19920013844966888, -0.42401859164237976]","[0.38605448603630066, 0.19969746470451355, -0.4240213632583618]","[0.3769879937171936, 0.20024552941322327, -0.4238862693309784]","[0.45403289794921875, 0.20450954139232635, -0.1998365968465805]","[0.3689001798629761, 0.20764100551605225, -0.2122233510017395]","[0.4304436445236206, 0.22547462582588196, -0.36521288752555847]","[0.3942875266075134, 0.2259533405303955, -0.36752137541770935]","[0.525030791759491, 0.2838640511035919, -0.11042094975709915]","[0.3126015067100525, 0.2837528586387634, -0.18139491975307465]","[0.5897871851921082, 0.31507211923599243, -0.5255245566368103]","[0.24086441099643707, 0.31874972581863403, -0.6164518594741821]","[0.6443789005279541, 0.318546861410141, -1.116871953010559]","[0.22173961997032166, 0.3162901997566223, -1.134647011756897]","[0.6727235317230225, 0.3208245635032654, -1.2277555465698242]","[0.1938631534576416, 0.31395435333251953, -1.2467960119247437]","[0.6564856171607971, 0.31618356704711914, -1.2452038526535034]","[0.2177855372428894, 0.310330331325531, -1.2432128190994263]","[0.6425190567970276, 0.3166569173336029, -1.1446013450622559]","[0.23481109738349915, 0.31243783235549927, -1.1510891914367676]","[0.4991716146469116, 0.4957941472530365, 0.015699582174420357]","[0.36598899960517883, 0.4996567368507385, -0.0160064734518528]","[0.5358738303184509, 0.6279869079589844, 0.09745199233293533]","[0.33488669991493225, 0.6346941590309143, 0.12029946595430374]","[0.548745334148407, 0.7264663577079773, 0.650384247303009]","[0.34523025155067444, 0.7348371148109436, 0.5865183472633362]","[0.538398802280426, 0.7343127131462097, 0.6951417922973633]","[0.356931209564209, 0.7427685260772705, 0.624972939491272]","[0.5539819598197937, 0.7770593166351318, 0.4864637553691864]","[0.328633189201355, 0.7865029573440552, 0.4211295247077942]"
"[0.40974536538124084, 0.21174058318138123, -0.449232816696167]","[0.4243282675743103, 0.1979454904794693, -0.4204096496105194]","[0.43435269594192505, 0.19785214960575104, -0.42032915353775024]","[0.441955029964447, 0.19797733426094055, -0.4203187823295593]","[0.39533233642578125, 0.19982114434242249, -0.42182397842407227]","[0.38605907559394836, 0.20030038058757782, -0.4218488037586212]","[0.3770059049129486, 0.20082545280456543, -0.4217495918273926]","[0.45401903986930847, 0.20505380630493164, -0.1986665278673172]","[0.36890071630477905, 0.20837076008319855, -0.20776870846748352]","[0.43049290776252747, 0.22598421573638916, -0.3650380074977875]","[0.3943794369697571, 0.2265462428331375, -0.3664874732494354]","[0.5254068374633789, 0.2849695086479187, -0.09509910643100739]","[0.3128594160079956, 0.28488582372665405, -0.17612041532993317]","[0.5899808406829834, 0.31661784648895264, -0.42534056305885315]","[0.24073590338230133, 0.32039502263069153, -0.5924838781356812]","[0.6460955739021301, 0.31918901205062866, -0.9125807285308838]","[0.2222185581922531, 0.3171629309654236, -1.082260251045227]","[0.6764099597930908, 0.320922315120697, -1.0039530992507935]","[0.19486436247825623, 0.3142378330230713, -1.1853399276733398]","[0.6631457209587097, 0.31613463163375854, -1.023500680923462]","[0.21801196038722992, 0.3105299174785614, -1.1776483058929443]","[0.647677481174469, 0.31675785779953003, -0.9376684427261353]","[0.23486550152301788, 0.31275713443756104, -1.095114827156067]","[0.49985557794570923, 0.4965234696865082, 0.016105158254504204]","[0.366995245218277, 0.5002625584602356, -0.01642506569623947]","[0.5361999869346619, 0.6288107633590698, 0.08650749921798706]","[0.33560842275619507, 0.6361257433891296, 0.10446160286664963]","[0.5487478375434875, 0.7275749444961548, 0.6466283798217773]","[0.3453535735607147, 0.73558509349823, 0.5855059027671814]","[0.5380525588989258, 0.73531174659729, 0.6922364830970764]","[0.3573188781738281, 0.7428051233291626, 0.6223788261413574]","[0.5540009140968323, 0.7780483961105347, 0.4858761727809906]","[0.32894638180732727, 0.7881497740745544, 0.41886723041534424]"
"[0.4098227620124817, 0.21275703608989716, -0.45348024368286133]","[0.4243430197238922, 0.19900546967983246, -0.424272358417511]","[0.4343631863594055, 0.19886822998523712, -0.42418208718299866]","[0.44195446372032166, 0.19899240136146545, -0.4241461455821991]","[0.39535659551620483, 0.2008136510848999, -0.4267979860305786]","[0.3860812187194824, 0.20115938782691956, -0.42680999636650085]","[0.377047061920166, 0.20160606503486633, -0.4266892373561859]","[0.4540184736251831, 0.2059619426727295, -0.1983843445777893]","[0.36890026926994324, 0.20930913090705872, -0.21155983209609985]","[0.4305674135684967, 0.22686031460762024, -0.3671096861362457]","[0.39459046721458435, 0.22747261822223663, -0.3701685070991516]","[0.5257589817047119, 0.2857058346271515, -0.10390955954790115]","[0.3129391074180603, 0.28573325276374817, -0.17868313193321228]","[0.5900006294250488, 0.317491739988327, -0.5059967637062073]","[0.24294963479042053, 0.3227138817310333, -0.6011842489242554]","[0.646165132522583, 0.3197556734085083, -1.0946630239486694]","[0.22251981496810913, 0.31777581572532654, -1.1038869619369507]","[0.677833616733551, 0.3211430013179779, -1.2080097198486328]","[0.19571328163146973, 0.3144599199295044, -1.2122070789337158]","[0.6650065779685974, 0.3162790536880493, -1.2256230115890503]","[0.21818147599697113, 0.3106535077095032, -1.2049763202667236]","[0.6488571166992188, 0.3170362710952759, -1.1225297451019287]","[0.23491406440734863, 0.3129337728023529, -1.1173954010009766]","[0.5009175539016724, 0.49687546491622925, 0.016109954565763474]","[0.3676849901676178, 0.5007036328315735, -0.016429197043180466]","[0.5366328358650208, 0.6291939616203308, 0.09498279541730881]","[0.3367202579975128, 0.6361299157142639, 0.11312104016542435]","[0.548689067363739, 0.7276540994644165, 0.6660392880439758]","[0.34541749954223633, 0.7361351251602173, 0.6027477383613586]","[0.5375747680664062, 0.7354453802108765, 0.712347686290741]","[0.3576121926307678, 0.7431596517562866, 0.6425408720970154]","[0.554015040397644, 0.778605580329895, 0.5060573816299438]","[0.32908234000205994, 0.7898852229118347, 0.43427547812461853]"
"[0.4098356068134308, 0.21396243572235107, -0.45160552859306335]","[0.4243418276309967, 0.2002982199192047, -0.42251744866371155]","[0.43436482548713684, 0.20012342929840088, -0.4224238097667694]","[0.4419529438018799, 0.20023319125175476, -0.422385036945343]","[0.39535805583000183, 0.20194284617900848, -0.42511069774627686]","[0.3860868811607361, 0.2021220624446869, -0.4251258075237274]","[0.3770648241043091, 0.20249322056770325, -0.42500242590904236]","[0.45404252409935, 0.2070825845003128, -0.19641193747520447]","[0.36890020966529846, 0.21024909615516663, -0.21009650826454163]","[0.43057796359062195, 0.22787249088287354, -0.3651144802570343]","[0.3946721851825714, 0.22853553295135498, -0.36837509274482727]","[0.5259734988212585, 0.28637444972991943, -0.10802033543586731]","[0.31301626563072205, 0.2865913510322571, -0.176287442445755]","[0.5900238752365112, 0.31813183426856995, -0.5371460914611816]","[0.24317730963230133, 0.32382410764694214, -0.5919547080993652]","[0.6454600691795349, 0.3202131688594818, -1.1342763900756836]","[0.22313299775123596, 0.3185668885707855, -1.0951728820800781]","[0.6778067946434021, 0.3214568495750427, -1.2503018379211426]","[0.19719289243221283, 0.31492879986763, -1.2046607732772827]","[0.6647239923477173, 0.3166203796863556, -1.264229416847229]","[0.2189706414937973, 0.31117910146713257, -1.1973673105239868]","[0.647806704044342, 0.31739264726638794, -1.1606769561767578]","[0.23530066013336182, 0.3135635256767273, -1.1089609861373901]","[0.5014435648918152, 0.49721741676330566, 0.015251420438289642]","[0.3683234453201294, 0.5011289715766907, -0.015548420138657093]","[0.5370080471038818, 0.6294344067573547, 0.09247614443302155]","[0.33766940236091614, 0.6361960172653198, 0.11305753886699677]","[0.5484353303909302, 0.7274938821792603, 0.6630321741104126]","[0.3454287350177765, 0.7366344332695007, 0.5990310907363892]","[0.5372633934020996, 0.735264003276825, 0.7080955505371094]","[0.35781872272491455, 0.7436628341674805, 0.639342188835144]","[0.5536280870437622, 0.7788268327713013, 0.49783727526664734]","[0.3289194107055664, 0.7912014722824097, 0.43014857172966003]"
"[0.40987464785575867, 0.21551409363746643, -0.4135727882385254]","[0.42434820532798767, 0.20207464694976807, -0.38377609848976135]","[0.43438541889190674, 0.20196625590324402, -0.38369080424308777]","[0.44195398688316345, 0.20207302272319794, -0.3836665749549866]","[0.39538246393203735, 0.2032403200864792, -0.38864263892173767]","[0.38610929250717163, 0.20323295891284943, -0.38865798711776733]","[0.3770824372768402, 0.20346912741661072, -0.3885268270969391]","[0.4540604054927826, 0.2086503803730011, -0.16533441841602325]","[0.3688957691192627, 0.21099355816841125, -0.18958301842212677]","[0.43058061599731445, 0.2293287068605423, -0.33018946647644043]","[0.3946814239025116, 0.22984802722930908, -0.3365885615348816]","[0.5258381962776184, 0.2869586646556854, -0.09142080694437027]","[0.31304070353507996, 0.28701886534690857, -0.1500852406024933]","[0.5899437665939331, 0.31865110993385315, -0.47275546193122864]","[0.24297668039798737, 0.32561933994293213, -0.5215452313423157]","[0.6454735994338989, 0.32165834307670593, -1.0061280727386475]","[0.2235812544822693, 0.3201828896999359, -0.9857828617095947]","[0.6784935593605042, 0.3227384686470032, -1.1115907430648804]","[0.19790931046009064, 0.31584322452545166, -1.0857638120651245]","[0.6652613878250122, 0.31819242238998413, -1.125492811203003]","[0.21969947218894958, 0.3118644654750824, -1.0817943811416626]","[0.6480377912521362, 0.3189743161201477, -1.0309312343597412]","[0.23580138385295868, 0.31433433294296265, -0.9997074604034424]","[0.5019392371177673, 0.497300922870636, 0.013878528028726578]","[0.36915063858032227, 0.5012421011924744, -0.014154043048620224]","[0.5370298624038696, 0.6294142007827759, 0.0685538575053215]","[0.3390903174877167, 0.636085033416748, 0.08601991087198257]","[0.5483507513999939, 0.7273837924003601, 0.5753613710403442]","[0.3454197645187378, 0.738168478012085, 0.4993376135826111]","[0.537238359451294, 0.7352169752120972, 0.6150132417678833]","[0.3578985929489136, 0.7462257742881775, 0.5321167707443237]","[0.5534526705741882, 0.7791420817375183, 0.4237561523914337]","[0.328494668006897, 0.7917095422744751, 0.3360978960990906]"
"[0.40992051362991333, 0.21759505569934845, -0.436702698469162]","[0.4243454039096832, 0.20381419360637665, -0.4061800241470337]","[0.4343876242637634, 0.20366346836090088, -0.40609851479530334]","[0.4419439435005188, 0.2037031352519989, -0.40606391429901123]","[0.3953830599784851, 0.20489604771137238, -0.4126300513744354]","[0.3861198425292969, 0.2048177272081375, -0.4126175045967102]","[0.37708404660224915, 0.20512154698371887, -0.41247114539146423]","[0.45409223437309265, 0.21030953526496887, -0.18013663589954376]","[0.36885520815849304, 0.21257075667381287, -0.21021530032157898]","[0.43059077858924866, 0.23122529685497284, -0.3500569462776184]","[0.39471444487571716, 0.2318398505449295, -0.358420729637146]","[0.5257347226142883, 0.2883383631706238, -0.11771008372306824]","[0.31241121888160706, 0.2885010838508606, -0.16949641704559326]","[0.5877967476844788, 0.3193807005882263, -0.5676262974739075]","[0.23949114978313446, 0.32586905360221863, -0.5869794487953186]","[0.6399451494216919, 0.3231379985809326, -1.1656240224838257]","[0.2233632355928421, 0.3210228979587555, -1.0790667533874512]","[0.674902081489563, 0.32453519105911255, -1.2840991020202637]","[0.19804750382900238, 0.3166888356208801, -1.1882047653198242]","[0.662373423576355, 0.3201393485069275, -1.2954118251800537]","[0.22095359861850739, 0.3129770755767822, -1.1792633533477783]","[0.6435906887054443, 0.32078561186790466, -1.1913983821868896]","[0.23667986690998077, 0.31553617119789124, -1.0926547050476074]","[0.50266432762146, 0.4973658621311188, 0.013262112624943256]","[0.36999237537384033, 0.5020847916603088, -0.013525181449949741]","[0.5372164845466614, 0.6297993063926697, 0.0857379212975502]","[0.33965906500816345, 0.636043906211853, 0.10084697604179382]","[0.5483920574188232, 0.7276543378829956, 0.6052064299583435]","[0.3452683687210083, 0.7392758727073669, 0.5298985838890076]","[0.5373622179031372, 0.7355617880821228, 0.6447448134422302]","[0.35788968205451965, 0.7478405237197876, 0.5617020726203918]","[0.5535269975662231, 0.7795665860176086, 0.43920910358428955]","[0.3273022770881653, 0.7923423051834106, 0.35335832834243774]"
"[0.4099559783935547, 0.22032734751701355, -0.3900269865989685]","[0.4243195056915283, 0.20631194114685059, -0.35876795649528503]","[0.43438228964805603, 0.20626632869243622, -0.3586638569831848]","[0.4419003427028656, 0.20634272694587708, -0.35861557722091675]","[0.39537501335144043, 0.20718225836753845, -0.3649599850177765]","[0.3861411213874817, 0.20715729892253876, -0.36494895815849304]","[0.37708282470703125, 0.20769838988780975, -0.3648361563682556]","[0.4541310966014862, 0.21347732841968536, -0.1404748409986496]","[0.3687778115272522, 0.2155006229877472, -0.17121334373950958]","[0.43061286211013794, 0.2340051829814911, -0.30684027075767517]","[0.39471960067749023, 0.2344820201396942, -0.3150869607925415]","[0.5252379179000854, 0.290436327457428, -0.07891520857810974]","[0.3113144040107727, 0.2931644320487976, -0.1344194859266281]","[0.5860289335250854, 0.32085439562797546, -0.48858851194381714]","[0.23106403648853302, 0.327759325504303, -0.5097939968109131]","[0.6358612775802612, 0.32557758688926697, -1.034218192100525]","[0.2211720198392868, 0.32245659828186035, -0.9431208372116089]","[0.6716614961624146, 0.3273419737815857, -1.1371040344238281]","[0.19824574887752533, 0.31935375928878784, -1.0358690023422241]","[0.6578832864761353, 0.3230212330818176, -1.1429502964019775]","[0.22444914281368256, 0.3159310221672058, -1.0237196683883667]","[0.6384420990943909, 0.32358330488204956, -1.0554792881011963]","[0.23852789402008057, 0.31827497482299805, -0.9522882103919983]","[0.5030788779258728, 0.498913437128067, 0.012518260627985]","[0.3705519437789917, 0.5050071477890015, -0.012755824252963066]","[0.5385116934776306, 0.632152259349823, 0.057774391025304794]","[0.33970314264297485, 0.6373476982116699, 0.07245562970638275]","[0.5489635467529297, 0.727624773979187, 0.5282034277915955]","[0.3452703356742859, 0.7406988739967346, 0.4547930955886841]","[0.5376569032669067, 0.7354997992515564, 0.5636985898017883]","[0.3584493398666382, 0.7494416236877441, 0.4834357500076294]","[0.5539745688438416, 0.7800875902175903, 0.3742257058620453]","[0.32445016503334045, 0.7929174304008484, 0.2914641797542572]"
"[0.4099510908126831, 0.22893154621124268, -0.4153386056423187]","[0.4243007302284241, 0.2144995480775833, -0.38244086503982544]","[0.4343577027320862, 0.2143467366695404, -0.38233205676078796]","[0.44178810715675354, 0.21435868740081787, -0.3822643756866455]","[0.3953573405742645, 0.2154339998960495, -0.3894895315170288]","[0.38614484667778015, 0.2157152146100998, -0.3895011842250824]","[0.3770626485347748, 0.21610724925994873, -0.3894236981868744]","[0.4541390836238861, 0.22001206874847412, -0.1525908261537552]","[0.36861762404441833, 0.2225366085767746, -0.1873423308134079]","[0.4305298328399658, 0.24245098233222961, -0.32726404070854187]","[0.3946128785610199, 0.24266870319843292, -0.33672502636909485]","[0.5247045159339905, 0.2946041226387024, -0.08280216157436371]","[0.30861756205558777, 0.29895108938217163, -0.14280450344085693]","[0.5864982604980469, 0.32477664947509766, -0.522056519985199]","[0.21267493069171906, 0.331998735666275, -0.5188344717025757]","[0.6353355646133423, 0.3298036754131317, -1.109565258026123]","[0.21894380450248718, 0.3265063166618347, -1.0030550956726074]","[0.6688088178634644, 0.3316778838634491, -1.2190263271331787]","[0.19884170591831207, 0.32292935252189636, -1.1043620109558105]","[0.6526662707328796, 0.32695525884628296, -1.21794593334198]","[0.22595363855361938, 0.3197878897190094, -1.0925076007843018]","[0.6338439583778381, 0.3272905945777893, -1.1293580532073975]","[0.23904046416282654, 0.32227927446365356, -1.0141105651855469]","[0.5030032396316528, 0.5029799938201904, 0.012261205352842808]","[0.37027016282081604, 0.5101267695426941, -0.012509704567492008]","[0.5395182967185974, 0.6328412294387817, 0.07960335910320282]","[0.3393975496292114, 0.6401605010032654, 0.08982186019420624]","[0.5494312644004822, 0.7297568321228027, 0.5431796908378601]","[0.34478557109832764, 0.741649866104126, 0.4652821719646454]","[0.5384232997894287, 0.737793505191803, 0.5860961079597473]","[0.3584943413734436, 0.7502724528312683, 0.5019206404685974]","[0.5539950728416443, 0.7812410593032837, 0.3914880156517029]","[0.32274821400642395, 0.7934190034866333, 0.29997968673706055]"
"[0.4103599488735199, 0.2367490828037262, -0.416948527097702]","[0.4247942566871643, 0.22332045435905457, -0.38543859124183655]","[0.4346897602081299, 0.22332414984703064, -0.3853262960910797]","[0.4418160617351532, 0.2233627736568451, -0.3852572441101074]","[0.39585593342781067, 0.22359541058540344, -0.3903149962425232]","[0.3865665793418884, 0.22367927432060242, -0.3903083801269531]","[0.3777250051498413, 0.22388029098510742, -0.39020755887031555]","[0.45417022705078125, 0.22757895290851593, -0.156768798828125]","[0.3686003088951111, 0.22915677726268768, -0.1962025910615921]","[0.43056902289390564, 0.2500329613685608, -0.3289439380168915]","[0.3947039842605591, 0.25018683075904846, -0.3394087553024292]","[0.5239474177360535, 0.3004723787307739, -0.0851036086678505]","[0.30660179257392883, 0.3080863654613495, -0.14463627338409424]","[0.5866990685462952, 0.3328602910041809, -0.5165066123008728]","[0.2166624218225479, 0.33900028467178345, -0.5342920422554016]","[0.6357934474945068, 0.33618712425231934, -1.0938822031021118]","[0.21852494776248932, 0.3336331248283386, -0.9874638319015503]","[0.6668393611907959, 0.3372339904308319, -1.201278805732727]","[0.20300081372261047, 0.32989364862442017, -1.086145281791687]","[0.6497763991355896, 0.3321976065635681, -1.2002482414245605]","[0.2273619920015335, 0.3257420063018799, -1.0692617893218994]","[0.6321738958358765, 0.3326808214187622, -1.1126405000686646]","[0.2391454428434372, 0.32816845178604126, -0.9945489764213562]","[0.5029077529907227, 0.508108913898468, 0.012273927219212055]","[0.3698175251483917, 0.5147691369056702, -0.012522612698376179]","[0.5416925549507141, 0.6342209577560425, 0.08321984857320786]","[0.33798983693122864, 0.6415201425552368, 0.09120288491249084]","[0.5503610968589783, 0.7312115430831909, 0.5493685603141785]","[0.3442464768886566, 0.7420212030410767, 0.4814574718475342]","[0.53919517993927, 0.7394418120384216, 0.5920708775520325]","[0.358429878950119, 0.7505903840065002, 0.5170957446098328]","[0.5541509985923767, 0.7817009687423706, 0.396837443113327]","[0.32282739877700806, 0.7938153147697449, 0.3016740381717682]"
"[0.41091540455818176, 0.24559637904167175, -0.47816377878189087]","[0.4256828725337982, 0.2322418987751007, -0.44458532333374023]","[0.43512293696403503, 0.23225045204162598, -0.4444895386695862]","[0.4419015347957611, 0.2323860377073288, -0.4444408416748047]","[0.3963988423347473, 0.23248060047626495, -0.45305484533309937]","[0.38693541288375854, 0.23253507912158966, -0.45305314660072327]","[0.3782104551792145, 0.23272836208343506, -0.45290255546569824]","[0.4541829824447632, 0.23698680102825165, -0.2106153517961502]","[0.3685263395309448, 0.2381792962551117, -0.25253328680992126]","[0.4306861460208893, 0.25950077176094055, -0.38977470993995667]","[0.39476272463798523, 0.25950026512145996, -0.4012531638145447]","[0.5214856266975403, 0.3083016872406006, -0.15368881821632385]","[0.30522215366363525, 0.31773844361305237, -0.21302619576454163]","[0.585537314414978, 0.33922791481018066, -0.6405569911003113]","[0.21760709583759308, 0.3471514582633972, -0.6561694145202637]","[0.6314998269081116, 0.34189727902412415, -1.2629969120025635]","[0.21865800023078918, 0.34247052669525146, -1.1497374773025513]","[0.6615465879440308, 0.3447737395763397, -1.387516736984253]","[0.20292940735816956, 0.338619202375412, -1.2629015445709229]","[0.6445666551589966, 0.34049931168556213, -1.3929064273834229]","[0.22788766026496887, 0.33506065607070923, -1.2511042356491089]","[0.627451479434967, 0.3403139114379883, -1.2868554592132568]","[0.23979750275611877, 0.33733251690864563, -1.1613798141479492]","[0.5028963088989258, 0.5137450098991394, 0.012426621280610561]","[0.369814932346344, 0.5207532644271851, -0.012677324004471302]","[0.5432360768318176, 0.6353479027748108, 0.09331569820642471]","[0.3366900384426117, 0.6431949734687805, 0.13125690817832947]","[0.5519819855690002, 0.7330822348594666, 0.6011621952056885]","[0.34409111738204956, 0.7423622608184814, 0.6151713728904724]","[0.5402420163154602, 0.7415575385093689, 0.6425114274024963]","[0.35839131474494934, 0.7512702941894531, 0.6549246907234192]","[0.5557082891464233, 0.7823050618171692, 0.4179306924343109]","[0.32293814420700073, 0.7937259674072266, 0.44696044921875]"
"[0.4108790159225464, 0.25791436433792114, -0.47666481137275696]","[0.4258362650871277, 0.24514298141002655, -0.4446136951446533]","[0.4351911246776581, 0.2452988624572754, -0.44451767206192017]","[0.441902756690979, 0.24578925967216492, -0.4444730877876282]","[0.396451860666275, 0.24512621760368347, -0.4512569308280945]","[0.38704612851142883, 0.24514099955558777, -0.4512574374675751]","[0.3783823549747467, 0.24521894752979279, -0.45109716057777405]","[0.4542188048362732, 0.2504006028175354, -0.21922242641448975]","[0.3684852123260498, 0.2509477138519287, -0.2511305510997772]","[0.4304264783859253, 0.27240562438964844, -0.3919523060321808]","[0.39461958408355713, 0.2724037170410156, -0.4006032347679138]","[0.5203800797462463, 0.31899964809417725, -0.1659073382616043]","[0.30510127544403076, 0.3278086483478546, -0.21292516589164734]","[0.5855569839477539, 0.3521835505962372, -0.6366491913795471]","[0.23038171231746674, 0.3576318621635437, -0.6451413631439209]","[0.6307353377342224, 0.3536413908004761, -1.2402254343032837]","[0.21954530477523804, 0.34976521134376526, -1.1422420740127563]","[0.6599133610725403, 0.35347849130630493, -1.3631603717803955]","[0.20281526446342468, 0.34740403294563293, -1.2558659315109253]","[0.6399701237678528, 0.3486388325691223, -1.3721809387207031]","[0.22831039130687714, 0.3456844985485077, -1.2480180263519287]","[0.6225929856300354, 0.34956127405166626, -1.2648800611495972]","[0.24068927764892578, 0.3474648594856262, -1.1561001539230347]","[0.5029357075691223, 0.5188745260238647, 0.012594175525009632]","[0.3698606789112091, 0.5266162157058716, -0.012836620211601257]","[0.5439512133598328, 0.636028528213501, 0.10158056765794754]","[0.33637672662734985, 0.645257294178009, 0.13891811668872833]","[0.5536403059959412, 0.7348726987838745, 0.5988879799842834]","[0.3438151776790619, 0.7443029880523682, 0.6044415831565857]","[0.5417276620864868, 0.7438242435455322, 0.6378000974655151]","[0.35798323154449463, 0.7531861066818237, 0.6415871381759644]","[0.5590208172798157, 0.7826372981071472, 0.41908904910087585]","[0.32337719202041626, 0.7936657071113586, 0.43813103437423706]"
"[0.4108670949935913, 0.2749618887901306, -0.4647805988788605]","[0.42585545778274536, 0.26234328746795654, -0.43336835503578186]","[0.4351828694343567, 0.2622716724872589, -0.4332897961139679]","[0.4418468475341797, 0.26228559017181396, -0.43329811096191406]","[0.3964579403400421, 0.2624588906764984, -0.43871772289276123]","[0.38705456256866455, 0.26246020197868347, -0.43872570991516113]","[0.37843555212020874, 0.2626841366291046, -0.4385375678539276]","[0.45418357849121094, 0.2653452754020691, -0.2154635339975357]","[0.3684850037097931, 0.2655245065689087, -0.24995869398117065]","[0.43017229437828064, 0.28958168625831604, -0.3857289254665375]","[0.39460834860801697, 0.2896595895290375, -0.3930915296077728]","[0.5200136303901672, 0.3306560218334198, -0.15534809231758118]","[0.30520039796829224, 0.33823615312576294, -0.18541698157787323]","[0.5905099511146545, 0.3656243681907654, -0.5707456469535828]","[0.2340194433927536, 0.3696926534175873, -0.5623552799224854]","[0.6346995234489441, 0.3658340871334076, -1.117852807044983]","[0.21949291229248047, 0.3599417805671692, -1.0381693840026855]","[0.6602076888084412, 0.36371490359306335, -1.232326626777649]","[0.20273077487945557, 0.35804131627082825, -1.1458452939987183]","[0.6396064162254333, 0.35851556062698364, -1.2343966960906982]","[0.22820280492305756, 0.35601261258125305, -1.1376923322677612]","[0.6238205432891846, 0.3599160313606262, -1.1363595724105835]","[0.2406327724456787, 0.35762614011764526, -1.0503674745559692]","[0.5026471614837646, 0.5268248319625854, 0.011787078343331814]","[0.3698934018611908, 0.5331228971481323, -0.01199268363416195]","[0.5441229343414307, 0.6393560171127319, 0.08415032178163528]","[0.33604294061660767, 0.6484031677246094, 0.13314959406852722]","[0.5548064708709717, 0.7364498376846313, 0.5400844812393188]","[0.34319591522216797, 0.7444228529930115, 0.5763104557991028]","[0.5434771776199341, 0.7448100447654724, 0.5757260322570801]","[0.35649025440216064, 0.7528364062309265, 0.6106892824172974]","[0.5595095753669739, 0.782579779624939, 0.37270626425743103]","[0.3234668970108032, 0.7936020493507385, 0.4355519115924835]"
"[0.4109509289264679, 0.2936202883720398, -0.3683563768863678]","[0.42580798268318176, 0.2802020013332367, -0.3413028120994568]","[0.43507081270217896, 0.2800922691822052, -0.3412364721298218]","[0.4414149522781372, 0.28007206320762634, -0.3412773311138153]","[0.39650213718414307, 0.2805786728858948, -0.3457978665828705]","[0.38727179169654846, 0.2805264890193939, -0.34581121802330017]","[0.37880223989486694, 0.2806236445903778, -0.3457009196281433]","[0.45378512144088745, 0.28454113006591797, -0.14798326790332794]","[0.36893269419670105, 0.2833857834339142, -0.17175708711147308]","[0.430171936750412, 0.3085196018218994, -0.2948455810546875]","[0.3948512077331543, 0.3090473711490631, -0.3008894622325897]","[0.5191739797592163, 0.3436003029346466, -0.09464505314826965]","[0.3053314983844757, 0.35054123401641846, -0.11680271476507187]","[0.589557409286499, 0.3768164813518524, -0.42758336663246155]","[0.23628631234169006, 0.38320350646972656, -0.43399518728256226]","[0.631889283657074, 0.3779161274433136, -0.8931693434715271]","[0.22010013461112976, 0.3755123019218445, -0.838075578212738]","[0.6558769941329956, 0.3775006830692291, -0.9874672889709473]","[0.20333054661750793, 0.3725213408470154, -0.9259824156761169]","[0.6339460611343384, 0.3720301687717438, -0.9930384159088135]","[0.22832302749156952, 0.3710534870624542, -0.9205512404441833]","[0.6181445717811584, 0.3732582926750183, -0.9106467366218567]","[0.24069063365459442, 0.3728880286216736, -0.8493150472640991]","[0.501622200012207, 0.5348731279373169, 0.010412412695586681]","[0.3699794411659241, 0.539997398853302, -0.010589664801955223]","[0.544097900390625, 0.6432493329048157, 0.03404839709401131]","[0.3360355794429779, 0.6512590050697327, 0.061209291219711304]","[0.554901659488678, 0.7367452383041382, 0.4131038784980774]","[0.3431047797203064, 0.7442389130592346, 0.4110333323478699]","[0.5436968803405762, 0.7446113228797913, 0.4418710470199585]","[0.35634851455688477, 0.7526495456695557, 0.4384904205799103]","[0.5599216222763062, 0.7825337648391724, 0.2629008889198303]","[0.32353293895721436, 0.7935402989387512, 0.2795960605144501]"
