NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX
"[0.4977545738220215, 0.19456465542316437, -0.01535834837704897]","[0.5042434334754944, 0.1772579550743103, -0.030779441818594933]","[0.5057975053787231, 0.17706848680973053, -0.030810873955488205]","[0.5073246955871582, 0.17686177790164948, -0.030775319784879684]","[0.5031989812850952, 0.17672035098075867, -0.006445582024753094]","[0.5040521025657654, 0.17610126733779907, -0.006452322006225586]","[0.5050102472305298, 0.17546287178993225, -0.006449264474213123]","[0.5192458033561707, 0.1852651834487915, -0.07114610821008682]","[0.516524612903595, 0.18329770863056183, 0.03831237927079201]","[0.5018757581710815, 0.2106657177209854, -0.027471045032143593]","[0.5000215768814087, 0.2105511575937271, 0.0042020236141979694]","[0.5289844274520874, 0.25316575169563293, -0.14242391288280487]","[0.5134667158126831, 0.26956626772880554, 0.11778151988983154]","[0.45573362708091736, 0.2371014505624771, -0.19487188756465912]","[0.4560495913028717, 0.26846882700920105, 0.16004036366939545]","[0.39036375284194946, 0.20982545614242554, -0.1880853772163391]","[0.3981495499610901, 0.25817471742630005, 0.12203480303287506]","[0.37085920572280884, 0.20347510278224945, -0.2152123898267746]","[0.38441354036331177, 0.24628478288650513, 0.123928964138031]","[0.3691696226596832, 0.20152691006660461, -0.19380776584148407]","[0.3811118006706238, 0.23957979679107666, 0.09820990264415741]","[0.3754570484161377, 0.20643481612205505, -0.17973709106445312]","[0.3859780430793762, 0.24539847671985626, 0.10858025401830673]","[0.5184948444366455, 0.49267056584358215, -0.07491103559732437]","[0.5067881941795349, 0.4818413257598877, 0.07466795295476913]","[0.49107614159584045, 0.6500269770622253, -0.03924166411161423]","[0.4871445298194885, 0.6323604583740234, 0.10970030725002289]","[0.5019553899765015, 0.8039010167121887, 0.008958612568676472]","[0.49583378434181213, 0.7531581521034241, 0.19948144257068634]","[0.5104631185531616, 0.8378672003746033, 0.012133752927184105]","[0.49959009885787964, 0.7633251547813416, 0.20833273231983185]","[0.4640311598777771, 0.838409423828125, -0.04130002483725548]","[0.46266499161720276, 0.7738903760910034, 0.18556363880634308]"
"[0.4949153959751129, 0.19858072698116302, -0.015418271534144878]","[0.5012304186820984, 0.1825057715177536, -0.03109242580831051]","[0.5028383135795593, 0.18241660296916962, -0.031123574823141098]","[0.5044800043106079, 0.18231748044490814, -0.031086813658475876]","[0.500043511390686, 0.18212027847766876, -0.006556554697453976]","[0.5008364319801331, 0.18171150982379913, -0.006569855846464634]","[0.501777172088623, 0.18128220736980438, -0.00657286960631609]","[0.5167675018310547, 0.19086351990699768, -0.07120997458696365]","[0.5137656927108765, 0.1894695907831192, 0.035376667976379395]","[0.4993229806423187, 0.21456848084926605, -0.027580823749303818]","[0.497356653213501, 0.21446865797042847, 0.0032228317577391863]","[0.5273195505142212, 0.25826406478881836, -0.13823245465755463]","[0.5134354829788208, 0.2756786644458771, 0.10957926511764526]","[0.4527115225791931, 0.24119603633880615, -0.1857919991016388]","[0.4559958875179291, 0.27904173731803894, 0.14867165684700012]","[0.3856702446937561, 0.21189308166503906, -0.17753110826015472]","[0.39813849329948425, 0.26457181572914124, 0.11734846979379654]","[0.3661338686943054, 0.2039634883403778, -0.2038349211215973]","[0.3845079839229584, 0.2526856064796448, 0.11945970356464386]","[0.3655291795730591, 0.20154735445976257, -0.18178465962409973]","[0.3811376690864563, 0.24902550876140594, 0.09473653882741928]","[0.3718023896217346, 0.20713764429092407, -0.16910585761070251]","[0.38579076528549194, 0.25242024660110474, 0.10460031032562256]","[0.5195518732070923, 0.4988037943840027, -0.07150080054998398]","[0.5098704099655151, 0.48827123641967773, 0.07127971202135086]","[0.48779287934303284, 0.6539767980575562, -0.033971015363931656]","[0.4863464832305908, 0.6377213597297668, 0.10617248713970184]","[0.5017239451408386, 0.8055611252784729, 0.017886236310005188]","[0.4951809048652649, 0.7559328079223633, 0.19216066598892212]","[0.5106353163719177, 0.8385539650917053, 0.021571699529886246]","[0.4995137155056, 0.7672508358955383, 0.20086391270160675]","[0.4628058969974518, 0.8385159969329834, -0.0263028796762228]","[0.46232324838638306, 0.7762435078620911, 0.18037524819374084]"
"[0.49115365743637085, 0.2092730700969696, -0.025099437683820724]","[0.4976638853549957, 0.19499167799949646, -0.03999640420079231]","[0.4995490610599518, 0.19485346972942352, -0.04002595692873001]","[0.5014012455940247, 0.19463755190372467, -0.04000800475478172]","[0.4955473840236664, 0.19453580677509308, -0.01719016209244728]","[0.49598604440689087, 0.1941402405500412, -0.017199654132127762]","[0.49654969573020935, 0.19369974732398987, -0.01719687134027481]","[0.5134190320968628, 0.2024669498205185, -0.07722437381744385]","[0.5081926584243774, 0.20110853016376495, 0.023516369983553886]","[0.49580731987953186, 0.22509422898292542, -0.036011360585689545]","[0.49317288398742676, 0.22434642910957336, -0.006629855837672949]","[0.5270391702651978, 0.2685903310775757, -0.13860556483268738]","[0.513070285320282, 0.28310903906822205, 0.09753827005624771]","[0.45184844732284546, 0.2540731728076935, -0.18451997637748718]","[0.45555877685546875, 0.2816210389137268, 0.13614362478256226]","[0.38446471095085144, 0.22288960218429565, -0.1714942306280136]","[0.3985283374786377, 0.2690611779689789, 0.1071028858423233]","[0.36276546120643616, 0.20968328416347504, -0.19794347882270813]","[0.38539475202560425, 0.2568894624710083, 0.10850505530834198]","[0.36287394165992737, 0.2037143111228943, -0.17666785418987274]","[0.3821634352207184, 0.2554503083229065, 0.08420421183109283]","[0.3705578148365021, 0.21313722431659698, -0.16336560249328613]","[0.38595783710479736, 0.25806665420532227, 0.0946042463183403]","[0.5223413705825806, 0.5078338384628296, -0.06930007040500641]","[0.5134290456771851, 0.496242493391037, 0.06911180913448334]","[0.48368340730667114, 0.6562150120735168, -0.034176915884017944]","[0.48351365327835083, 0.6382248401641846, 0.1053539514541626]","[0.5014872550964355, 0.8079540729522705, 0.013508373871445656]","[0.49374595284461975, 0.7552275061607361, 0.19345782697200775]","[0.5108959674835205, 0.8389381170272827, 0.01691259816288948]","[0.4981510043144226, 0.7669694423675537, 0.20259788632392883]","[0.4624270498752594, 0.8384590148925781, -0.025496941059827805]","[0.4620327949523926, 0.7783294916152954, 0.18107755482196808]"
"[0.4868803024291992, 0.22700606286525726, -0.0272148959338665]","[0.4930364489555359, 0.2114776223897934, -0.04181678593158722]","[0.4948417544364929, 0.21112623810768127, -0.041838061064481735]","[0.4966593384742737, 0.21075443923473358, -0.04181377962231636]","[0.49116969108581543, 0.21146056056022644, -0.019973481073975563]","[0.49168872833251953, 0.21115462481975555, -0.019983965903520584]","[0.4922998547554016, 0.21083948016166687, -0.019978275522589684]","[0.5079388618469238, 0.21744304895401, -0.079261414706707]","[0.5039081573486328, 0.2168434113264084, 0.01725028082728386]","[0.4915200173854828, 0.2433740198612213, -0.03847964107990265]","[0.4894355833530426, 0.24319835007190704, -0.01013131719082594]","[0.5218632817268372, 0.2792782783508301, -0.13804465532302856]","[0.5131697654724121, 0.2950567901134491, 0.08555002510547638]","[0.4454681873321533, 0.26455363631248474, -0.18059679865837097]","[0.45353761315345764, 0.29323500394821167, 0.11903979629278183]","[0.380628377199173, 0.23354384303092957, -0.17378289997577667]","[0.3973785936832428, 0.27477917075157166, 0.09145686775445938]","[0.3611913323402405, 0.2193126082420349, -0.20051804184913635]","[0.3861291706562042, 0.25685882568359375, 0.09237118065357208]","[0.3619017004966736, 0.2144528329372406, -0.17978501319885254]","[0.38269057869911194, 0.2547629773616791, 0.06810507923364639]","[0.3683902621269226, 0.22312124073505402, -0.1660454422235489]","[0.38582760095596313, 0.26472267508506775, 0.07912036031484604]","[0.5237492322921753, 0.51883864402771, -0.06710546463727951]","[0.5151780843734741, 0.5042968392372131, 0.06692876666784286]","[0.4805256724357605, 0.6591456532478333, -0.03500967472791672]","[0.4799686074256897, 0.6389561295509338, 0.09683415293693542]","[0.501366913318634, 0.8081992864608765, 0.011354625225067139]","[0.49213099479675293, 0.7533820271492004, 0.18765945732593536]","[0.5109015703201294, 0.8370440006256104, 0.014823968522250652]","[0.4977947175502777, 0.766319215297699, 0.1970771998167038]","[0.46244126558303833, 0.8384146094322205, -0.0231762807816267]","[0.46202149987220764, 0.7784233689308167, 0.18331101536750793]"
"[0.4827067255973816, 0.23694245517253876, -0.026892300695180893]","[0.48834657669067383, 0.22145970165729523, -0.04210289567708969]","[0.4898577630519867, 0.221174955368042, -0.042122673243284225]","[0.4913557171821594, 0.22089369595050812, -0.04210036247968674]","[0.48716574907302856, 0.2214287668466568, -0.019305383786559105]","[0.4878618121147156, 0.2212316244840622, -0.019315704703330994]","[0.4886777400970459, 0.22108504176139832, -0.019316937774419785]","[0.5016283392906189, 0.22734741866588593, -0.0831427127122879]","[0.5002861618995667, 0.22752481698989868, 0.019197706133127213]","[0.48691797256469727, 0.25167086720466614, -0.039367418736219406]","[0.48567694425582886, 0.25167202949523926, -0.009525992907583714]","[0.5174397826194763, 0.29224973917007446, -0.1401796042919159]","[0.5129140019416809, 0.3072189688682556, 0.09034360200166702]","[0.4391588568687439, 0.2755117118358612, -0.1823519766330719]","[0.4515184760093689, 0.3060551583766937, 0.1281975656747818]","[0.37693238258361816, 0.24174772202968597, -0.17562666535377502]","[0.3969964385032654, 0.2857256233692169, 0.097289077937603]","[0.3588269352912903, 0.22287477552890778, -0.20249979197978973]","[0.3864019811153412, 0.2724666893482208, 0.09881550818681717]","[0.36039453744888306, 0.22015957534313202, -0.18146201968193054]","[0.3833313584327698, 0.27143704891204834, 0.07485993206501007]","[0.36562031507492065, 0.2299441248178482, -0.16780397295951843]","[0.3858289122581482, 0.27655524015426636, 0.0850907564163208]","[0.5260394215583801, 0.5305933952331543, -0.06780196726322174]","[0.5172773003578186, 0.5141751766204834, 0.06761231273412704]","[0.47605523467063904, 0.6619234681129456, -0.043532874435186386]","[0.4783163070678711, 0.6391088366508484, 0.10268489271402359]","[0.5008034110069275, 0.8081671595573425, 0.010274859145283699]","[0.49133604764938354, 0.7460007667541504, 0.20717278122901917]","[0.510880708694458, 0.836477518081665, 0.014603888615965843]","[0.49754205346107483, 0.7602211236953735, 0.21930734813213348]","[0.4624979496002197, 0.8384817242622375, -0.01522111427038908]","[0.4623924791812897, 0.7759465575218201, 0.22082968056201935]"
"[0.4798157215118408, 0.25235024094581604, -0.037224315106868744]","[0.484346479177475, 0.2367674559354782, -0.052883684635162354]","[0.48566335439682007, 0.23630061745643616, -0.05290023237466812]","[0.4870135188102722, 0.2358461618423462, -0.05288040637969971]","[0.48351144790649414, 0.23692864179611206, -0.029875602573156357]","[0.4841814935207367, 0.2366190403699875, -0.029896974563598633]","[0.48501092195510864, 0.23625780642032623, -0.02991146221756935]","[0.4969969391822815, 0.24142231047153473, -0.0952511578798294]","[0.49612364172935486, 0.24105966091156006, 0.007588241249322891]","[0.48392337560653687, 0.2665512263774872, -0.05050293356180191]","[0.48286038637161255, 0.26691412925720215, -0.020360831171274185]","[0.5135912299156189, 0.3102223873138428, -0.1517314910888672]","[0.5126509666442871, 0.3182189166545868, 0.07705672085285187]","[0.4351882338523865, 0.2938597798347473, -0.18868441879749298]","[0.45044636726379395, 0.3126980662345886, 0.10842277109622955]","[0.37660616636276245, 0.2589159607887268, -0.178543820977211]","[0.3969825506210327, 0.2924482226371765, 0.07739026844501495]","[0.358860045671463, 0.24184411764144897, -0.20652899146080017]","[0.3866310715675354, 0.2818780541419983, 0.07842588424682617]","[0.3615175187587738, 0.24095526337623596, -0.1861152946949005]","[0.3833233714103699, 0.2814803719520569, 0.05472800135612488]","[0.36581847071647644, 0.24830903112888336, -0.17136511206626892]","[0.38566359877586365, 0.285493403673172, 0.06534160673618317]","[0.5273767113685608, 0.5440179705619812, -0.06823969632387161]","[0.5189339518547058, 0.5280303955078125, 0.06804290413856506]","[0.47428855299949646, 0.6659924387931824, -0.04273039475083351]","[0.47702527046203613, 0.6431122422218323, 0.10551977157592773]","[0.5007714629173279, 0.8084433674812317, 0.026946062222123146]","[0.49065762758255005, 0.7464290857315063, 0.21486127376556396]","[0.5107952952384949, 0.8363847732543945, 0.034210991114377975]","[0.5010950565338135, 0.7697181701660156, 0.22686287760734558]","[0.46323832869529724, 0.8384393453598022, 0.015477554872632027]","[0.46272554993629456, 0.7744944095611572, 0.23108085989952087]"
"[0.4780957102775574, 0.2738199532032013, -0.06493192911148071]","[0.48286786675453186, 0.2585740089416504, -0.08061911910772324]","[0.48432374000549316, 0.25801795721054077, -0.08063406497240067]","[0.48579397797584534, 0.2574651539325714, -0.08062449842691422]","[0.48151740431785583, 0.2588488757610321, -0.05702967569231987]","[0.48200780153274536, 0.2584984600543976, -0.05705583095550537]","[0.4826298654079437, 0.2581201493740082, -0.05707130953669548]","[0.49548763036727905, 0.2617603838443756, -0.12061548233032227]","[0.493211030960083, 0.2605952024459839, -0.015379543416202068]","[0.4827345907688141, 0.2854956090450287, -0.07725132256746292]","[0.48115086555480957, 0.2855105996131897, -0.04641035199165344]","[0.5139856934547424, 0.3262074589729309, -0.17560341954231262]","[0.5126491189002991, 0.3300170600414276, 0.056768566370010376]","[0.4364793300628662, 0.3142246603965759, -0.22082193195819855]","[0.44864287972450256, 0.3255521059036255, 0.08267535269260406]","[0.37656599283218384, 0.276589572429657, -0.2204270362854004]","[0.395682692527771, 0.2976491451263428, 0.04478151351213455]","[0.35960036516189575, 0.26165708899497986, -0.25292930006980896]","[0.3865276873111725, 0.2884884476661682, 0.04389450326561928]","[0.362480491399765, 0.254242867231369, -0.23311388492584229]","[0.383201003074646, 0.28504031896591187, 0.01882733218371868]","[0.3665468990802765, 0.2642614245414734, -0.213964581489563]","[0.3850786089897156, 0.2894328236579895, 0.031838562339544296]","[0.5298001170158386, 0.5535358786582947, -0.07007748633623123]","[0.523399829864502, 0.5388112664222717, 0.06993939727544785]","[0.4730917513370514, 0.668742299079895, -0.050904981791973114]","[0.4745287299156189, 0.6440726518630981, 0.10655750334262848]","[0.5009050369262695, 0.810022234916687, 0.021965768188238144]","[0.4908530116081238, 0.74708491563797, 0.2220964878797531]","[0.5109205842018127, 0.8369452357292175, 0.028507640585303307]","[0.5034660696983337, 0.7736501693725586, 0.2341984510421753]","[0.46381181478500366, 0.8384031653404236, 0.005172789096832275]","[0.46404916048049927, 0.7753100991249084, 0.23688340187072754]"
"[0.473857581615448, 0.2923664450645447, -0.055325187742710114]","[0.4787057340145111, 0.27844536304473877, -0.07031656801700592]","[0.48012012243270874, 0.2781941294670105, -0.07033104449510574]","[0.48158687353134155, 0.2779754102230072, -0.07031451165676117]","[0.47810426354408264, 0.2787424623966217, -0.047457579523324966]","[0.4790275990962982, 0.27869680523872375, -0.047482043504714966]","[0.4801007807254791, 0.2786335051059723, -0.04749656841158867]","[0.4922516942024231, 0.282986044883728, -0.10954718291759491]","[0.49132460355758667, 0.28257790207862854, -0.007860488258302212]","[0.4787353575229645, 0.3042745888233185, -0.06775327026844025]","[0.47788795828819275, 0.3047870099544525, -0.03794807940721512]","[0.5109532475471497, 0.34430205821990967, -0.16691157221794128]","[0.5118788480758667, 0.3521878123283386, 0.061250895261764526]","[0.436023086309433, 0.3315412998199463, -0.21461203694343567]","[0.44595232605934143, 0.34468382596969604, 0.0845617800951004]","[0.37417301535606384, 0.29947686195373535, -0.2123512476682663]","[0.39569467306137085, 0.321917861700058, 0.04150331765413284]","[0.3581991493701935, 0.28678253293037415, -0.24372342228889465]","[0.3868103623390198, 0.312569797039032, 0.039389997720718384]","[0.36086854338645935, 0.28281018137931824, -0.22420623898506165]","[0.3832615613937378, 0.3100186586380005, 0.014489078894257545]","[0.36640802025794983, 0.29102063179016113, -0.20579023659229279]","[0.3850831687450409, 0.3143952488899231, 0.02852863445878029]","[0.532913088798523, 0.5636504292488098, -0.0703699141740799]","[0.5279895663261414, 0.550439178943634, 0.07025712728500366]","[0.4711362421512604, 0.6689544916152954, -0.056199125945568085]","[0.4720858037471771, 0.6444784998893738, 0.08459454774856567]","[0.5011058449745178, 0.8136855363845825, 0.021539058536291122]","[0.49175024032592773, 0.7559348344802856, 0.19336697459220886]","[0.5113757848739624, 0.8394524455070496, 0.02535695768892765]","[0.5048635601997375, 0.7801139950752258, 0.20472271740436554]","[0.4631428122520447, 0.8370272517204285, -0.00457215029746294]","[0.46401652693748474, 0.779330849647522, 0.2072344720363617]"
"[0.4721851944923401, 0.3100375533103943, -0.07927499711513519]","[0.47683700919151306, 0.2959592938423157, -0.0942087322473526]","[0.47829312086105347, 0.2957608699798584, -0.09423565119504929]","[0.4797728657722473, 0.2955336570739746, -0.09425424039363861]","[0.4757184386253357, 0.2960794270038605, -0.07170428335666656]","[0.47634267807006836, 0.2960745394229889, -0.07171390950679779]","[0.4770956039428711, 0.29600462317466736, -0.07171811908483505]","[0.4899446964263916, 0.3008681535720825, -0.13196973502635956]","[0.48805108666419983, 0.2996193468570709, -0.03147478401660919]","[0.47685161232948303, 0.32252129912376404, -0.09109823405742645]","[0.4754616320133209, 0.3226158320903778, -0.06166541576385498]","[0.5076856017112732, 0.3624565005302429, -0.18418172001838684]","[0.5089460611343384, 0.36561301350593567, 0.03593780845403671]","[0.43029823899269104, 0.34424176812171936, -0.2328464537858963]","[0.44263380765914917, 0.3486687242984772, 0.05573801323771477]","[0.36492815613746643, 0.30779731273651123, -0.22846297919750214]","[0.3932264447212219, 0.32620832324028015, 0.015502134338021278]","[0.350544273853302, 0.29791954159736633, -0.261615127325058]","[0.3858378529548645, 0.31471070647239685, 0.01234239712357521]","[0.3533427119255066, 0.2923618257045746, -0.24123191833496094]","[0.38208311796188354, 0.31290632486343384, -0.01281442679464817]","[0.3590956926345825, 0.29935699701309204, -0.22203898429870605]","[0.38293448090553284, 0.3185018002986908, 0.0024209320545196533]","[0.5375486016273499, 0.5739723443984985, -0.07039692252874374]","[0.528828501701355, 0.5575591921806335, 0.07027753442525864]","[0.47027620673179626, 0.6732319593429565, -0.05408933013677597]","[0.47048529982566833, 0.6452046036720276, 0.1022961363196373]","[0.5010156631469727, 0.8152755498886108, 0.023255230858922005]","[0.49162349104881287, 0.7554334998130798, 0.22555160522460938]","[0.5110059976577759, 0.8391436338424683, 0.030114788562059402]","[0.5036247968673706, 0.7781058549880981, 0.238523930311203]","[0.46314698457717896, 0.8369598388671875, 0.012082451023161411]","[0.4640062749385834, 0.7789451479911804, 0.24533121287822723]"
"[0.4679902195930481, 0.33607760071754456, -0.09905523806810379]","[0.47192448377609253, 0.3198663294315338, -0.11329267174005508]","[0.47337108850479126, 0.31935110688209534, -0.11331678926944733]","[0.47491517663002014, 0.31882423162460327, -0.11335251480340958]","[0.4710996747016907, 0.3197866976261139, -0.09159538894891739]","[0.4719196856021881, 0.31934699416160583, -0.09161157160997391]","[0.472907155752182, 0.3187848925590515, -0.0916053056716919]","[0.48612698912620544, 0.3213581442832947, -0.14849166572093964]","[0.48496389389038086, 0.31904247403144836, -0.050441257655620575]","[0.4737328886985779, 0.3483786880970001, -0.10983964055776596]","[0.4726278781890869, 0.34825658798217773, -0.08109693974256516]","[0.5047775506973267, 0.38077446818351746, -0.19700878858566284]","[0.5076092481613159, 0.3769555389881134, 0.011474082246422768]","[0.431208074092865, 0.3642464876174927, -0.25437086820602417]","[0.4411190152168274, 0.3506436049938202, 0.024248111993074417]","[0.36769548058509827, 0.3292345702648163, -0.2584017813205719]","[0.3897264897823334, 0.33720648288726807, -0.02369251474738121]","[0.3526856601238251, 0.32041215896606445, -0.2952178418636322]","[0.37773314118385315, 0.3189019560813904, -0.030784592032432556]","[0.35489681363105774, 0.3139495551586151, -0.2764488756656647]","[0.3781580626964569, 0.31922709941864014, -0.05704179406166077]","[0.3600492775440216, 0.31899237632751465, -0.2535562813282013]","[0.3799482583999634, 0.3272676169872284, -0.037606507539749146]","[0.5410130023956299, 0.5835762619972229, -0.07101304829120636]","[0.5311856865882874, 0.5646739602088928, 0.07095108926296234]","[0.47045478224754333, 0.6731690168380737, -0.05104537680745125]","[0.47136273980140686, 0.6448608636856079, 0.12310441583395004]","[0.5010434985160828, 0.8150695562362671, 0.04343811422586441]","[0.49153536558151245, 0.7542696595191956, 0.25578778982162476]","[0.5111269950866699, 0.8388252258300781, 0.05238556116819382]","[0.5038235187530518, 0.7771473526954651, 0.2697862982749939]","[0.4634350836277008, 0.8370944261550903, 0.034203290939331055]","[0.46395549178123474, 0.7763434648513794, 0.2740039527416229]"
"[0.47114235162734985, 0.3649204671382904, -0.07583004981279373]","[0.47415995597839355, 0.3508758842945099, -0.09065304696559906]","[0.4751768112182617, 0.3505600094795227, -0.09067429602146149]","[0.4762705862522125, 0.3504921495914459, -0.09067633748054504]","[0.47360843420028687, 0.35015615820884705, -0.0684853196144104]","[0.47430673241615295, 0.34924861788749695, -0.06849591434001923]","[0.47506552934646606, 0.34858882427215576, -0.06848988682031631]","[0.48463478684425354, 0.35631683468818665, -0.12844496965408325]","[0.4837108552455902, 0.3534168004989624, -0.03500766679644585]","[0.4762643873691559, 0.3735671639442444, -0.08750950545072556]","[0.4752914309501648, 0.37293341755867004, -0.05921235680580139]","[0.501715362071991, 0.4032185971736908, -0.18242724239826202]","[0.5079081654548645, 0.39690619707107544, 0.02316407859325409]","[0.4262901246547699, 0.37901297211647034, -0.2343335598707199]","[0.4938428997993469, 0.34100058674812317, 0.05106658488512039]","[0.3670840561389923, 0.3490058183670044, -0.23668360710144043]","[0.45987510681152344, 0.2737154960632324, 0.013404900208115578]","[0.35267558693885803, 0.33980658650398254, -0.268196702003479]","[0.4614906907081604, 0.2417575865983963, 0.006837443448603153]","[0.35510265827178955, 0.3328862488269806, -0.2471589595079422]","[0.45713573694229126, 0.24311845004558563, -0.013027539476752281]","[0.3599933385848999, 0.33811548352241516, -0.22954270243644714]","[0.4551008343696594, 0.2566770017147064, 0.0026635690592229366]","[0.5443750619888306, 0.5959593653678894, -0.07262873649597168]","[0.5348526239395142, 0.5777278542518616, 0.0725928544998169]","[0.47096723318099976, 0.6728140711784363, -0.03910265117883682]","[0.4723488390445709, 0.6447715163230896, 0.12625114619731903]","[0.5010462999343872, 0.8134971857070923, 0.059264082461595535]","[0.4927259385585785, 0.7541226744651794, 0.26741689443588257]","[0.5114343166351318, 0.838043749332428, 0.06915907561779022]","[0.5092393755912781, 0.7720876336097717, 0.282244473695755]","[0.4639500081539154, 0.8368759155273438, 0.05706338956952095]","[0.46600255370140076, 0.7759218811988831, 0.29729968309402466]"
"[0.46742957830429077, 0.3670050799846649, -0.07180182635784149]","[0.47213563323020935, 0.3534783720970154, -0.08644029498100281]","[0.4731175899505615, 0.353236585855484, -0.08647574484348297]","[0.4741179347038269, 0.3532155156135559, -0.0864933580160141]","[0.47206130623817444, 0.3533443808555603, -0.06396991014480591]","[0.4730253219604492, 0.35298818349838257, -0.06398463994264603]","[0.47403016686439514, 0.35274413228034973, -0.06399831175804138]","[0.4824654161930084, 0.35980477929115295, -0.12451823055744171]","[0.482236385345459, 0.35739970207214355, -0.025893256068229675]","[0.4716872572898865, 0.3780841529369354, -0.08378837257623672]","[0.47147202491760254, 0.3779212236404419, -0.05456409975886345]","[0.496415913105011, 0.41602084040641785, -0.1797347366809845]","[0.5024837851524353, 0.4153769314289093, 0.039104823023080826]","[0.4254302382469177, 0.39564964175224304, -0.23667378723621368]","[0.4743851125240326, 0.41248711943626404, 0.06709987670183182]","[0.3624754548072815, 0.3636409342288971, -0.22849266231060028]","[0.4572559893131256, 0.3961789011955261, 0.02348187193274498]","[0.3481673002243042, 0.3504847288131714, -0.2610853314399719]","[0.43267807364463806, 0.37535232305526733, 0.019338374957442284]","[0.3512246012687683, 0.34262070059776306, -0.24140438437461853]","[0.4323270916938782, 0.3785945773124695, -0.0047180308029055595]","[0.3557906448841095, 0.34850984811782837, -0.22204239666461945]","[0.438220739364624, 0.38866183161735535, 0.010877077467739582]","[0.5460330843925476, 0.6039658188819885, -0.07263907045125961]","[0.5358618497848511, 0.5880355834960938, 0.07260774075984955]","[0.47139185667037964, 0.6731159687042236, -0.04604365676641464]","[0.4712952971458435, 0.6478326320648193, 0.12276623398065567]","[0.5009928941726685, 0.8137531876564026, 0.04761838540434837]","[0.49413004517555237, 0.7581049799919128, 0.24844200909137726]","[0.5114309787750244, 0.8377091288566589, 0.05665876716375351]","[0.5100838541984558, 0.7724881768226624, 0.2618163824081421]","[0.46418023109436035, 0.8365803956985474, 0.04468626156449318]","[0.46595096588134766, 0.7781006693840027, 0.27089977264404297]"
"[0.46238064765930176, 0.38316643238067627, -0.07213380187749863]","[0.4671745300292969, 0.3692076504230499, -0.08637426793575287]","[0.46819084882736206, 0.3689384162425995, -0.08639916032552719]","[0.46926331520080566, 0.3688623607158661, -0.0864223763346672]","[0.4672178328037262, 0.36936327815055847, -0.06446664780378342]","[0.4682692885398865, 0.3691257834434509, -0.06449243426322937]","[0.46942004561424255, 0.36890357732772827, -0.06450937688350677]","[0.47816458344459534, 0.37543416023254395, -0.12316527217626572]","[0.4780272841453552, 0.3729822337627411, -0.025377456098794937]","[0.4663315713405609, 0.39554113149642944, -0.08392328023910522]","[0.4662353992462158, 0.3958125114440918, -0.05523662641644478]","[0.49279624223709106, 0.43263915181159973, -0.17724889516830444]","[0.496216356754303, 0.4322957694530487, 0.03334354609251022]","[0.4240487515926361, 0.4147656261920929, -0.21725280582904816]","[0.4344773292541504, 0.4222088158130646, 0.048680923879146576]","[0.3635191321372986, 0.38362181186676025, -0.20070500671863556]","[0.3914335370063782, 0.39924538135528564, 0.002647005021572113]","[0.3494519591331482, 0.3588085174560547, -0.2308010756969452]","[0.3774062991142273, 0.3828054964542389, -0.002921649254858494]","[0.3527451753616333, 0.35624104738235474, -0.2175583839416504]","[0.3763274848461151, 0.38765907287597656, -0.025836121290922165]","[0.3565741777420044, 0.3688769042491913, -0.1970856487751007]","[0.3786117434501648, 0.39783549308776855, -0.0099527882412076]","[0.5490812659263611, 0.6141231060028076, -0.06872425973415375]","[0.5369232296943665, 0.5961471796035767, 0.0687536746263504]","[0.47171273827552795, 0.675823986530304, -0.06626136600971222]","[0.4709395468235016, 0.648673951625824, 0.11819621175527573]","[0.5016530752182007, 0.8138166069984436, 0.029511084780097008]","[0.4942711889743805, 0.7597835063934326, 0.2458226978778839]","[0.5124490261077881, 0.8377093076705933, 0.03958958387374878]","[0.5096645355224609, 0.7692355513572693, 0.258971244096756]","[0.4658142030239105, 0.8368032574653625, 0.03003312647342682]","[0.46587640047073364, 0.7779688239097595, 0.2603892982006073]"
